person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
59,70642,RENT,4.0,VENTURE,D,22472,15.37,1,0.32,N,22
68,49371,OWN,28.0,VENTURE,B,7090,10.59,0,0.14,N,7
63,30425,RENT,,MEDICAL,C,2111,11.89,0,0.07,N,21
38,39993,RENT,,VENTURE,A,15473,7.2,1,0.39,N,18
61,69089,MORTGAGE,38.0,VENTURE,C,27099,12.98,0,0.39,N,21
60,51686,OWN,33.0,DEBTCONSOLIDATION,A,15870,5.1,0,0.31,N,27
56,65657,RENT,32.0,VENTURE,B,25719,,0,0.39,Y,33
25,131691,RENT,5.0,HOMEIMPROVEMENT,A,20300,7.11,1,0.15,Y,6
45,22423,RENT,17.0,EDUCATION,A,7799,5.59,0,0.35,N,17
53,110040,OWN,22.0,VENTURE,A,3103,6.66,0,0.03,N,30
64,51646,RENT,6.0,DEBTCONSOLIDATION,A,6125,7.11,0,0.12,N,18
25,31276,RENT,4.0,MEDICAL,A,7590,6.98,0,0.24,N,3
56,25206,MORTGAGE,37.0,HOMEIMPROVEMENT,C,3921,13.36,0,0.16,N,19
52,44597,MORTGAGE,29.0,VENTURE,A,5734,5.29,0,0.13,N,12
41,77716,MORTGAGE,9.0,PERSONAL,B,20757,8.32,0,0.27,N,14
40,45992,OWN,17.0,VENTURE,A,17037,5.28,0,0.37,Y,13
25,104357,MORTGAGE,2.0,PERSONAL,E,34604,19.64,1,0.33,N,3
25,23728,MORTGAGE,2.0,DEBTCONSOLIDATION,E,7707,19.56,1,0.32,N,2
67,48725,MORTGAGE,22.0,HOMEIMPROVEMENT,A,16586,5.17,0,0.34,N,4
23,26207,MORTGAGE,2.0,PERSONAL,B,6312,10.24,1,0.24,N,4
49,58795,RENT,26.0,PERSONAL,A,4822,6.66,0,0.08,N,7
30,76377,OTHER,1.0,VENTURE,E,23537,19.7,0,0.31,N,4
49,39720,RENT,16.0,EDUCATION,B,13589,10.83,1,0.34,N,10
50,13331,RENT,21.0,PERSONAL,A,4430,5.1,0,0.33,N,12
43,54147,RENT,7.0,MEDICAL,B,17099,7.78,0,0.32,N,9
28,60984,RENT,1.0,MEDICAL,A,18188,6.62,1,0.3,Y,5
22,60002,MORTGAGE,,PERSONAL,B,2075,,1,0.03,N,3
50,90934,OWN,5.0,HOMEIMPROVEMENT,C,15063,12.56,0,0.17,N,25
59,28694,OWN,17.0,DEBTCONSOLIDATION,B,10605,8.57,0,0.37,N,21
56,68879,MORTGAGE,11.0,HOMEIMPROVEMENT,B,5452,10.12,0,0.08,Y,16
55,88987,RENT,6.0,HOMEIMPROVEMENT,A,33559,5.4,0,0.38,N,30
43,20144,RENT,0.0,EDUCATION,A,3975,7.44,1,0.2,N,6
50,57516,MORTGAGE,20.0,EDUCATION,A,13298,5.43,0,0.23,N,8
25,38097,MORTGAGE,,EDUCATION,C,13368,12.58,1,0.35,N,5
21,47062,RENT,2.0,HOMEIMPROVEMENT,A,8428,5.37,0,0.18,N,2
39,58328,MORTGAGE,6.0,DEBTCONSOLIDATION,B,19437,10.69,0,0.33,N,2
47,38422,RENT,25.0,VENTURE,B,3420,8.51,0,0.09,N,23
30,34966,RENT,8.0,DEBTCONSOLIDATION,A,3528,5.74,1,0.1,N,6
23,49865,RENT,3.0,VENTURE,C,5317,13.13,0,0.11,Y,4
34,28463,RENT,8.0,MEDICAL,B,11132,7.87,0,0.39,N,5
25,28483,MORTGAGE,2.0,MEDICAL,B,8977,9.11,0,0.32,N,3
68,68850,MORTGAGE,38.0,PERSONAL,B,27522,9.98,0,0.4,N,26
49,27600,RENT,0.0,PERSONAL,B,9706,8.51,1,0.35,N,13
57,68401,OWN,6.0,VENTURE,A,24611,,0,0.36,N,33
21,61777,MORTGAGE,0.0,MEDICAL,B,9412,9.53,0,0.15,N,2
34,20683,RENT,12.0,MEDICAL,C,7492,,0,0.36,N,3
30,34934,RENT,6.0,MEDICAL,A,1227,6.82,1,0.04,N,10
27,89059,MORTGAGE,1.0,EDUCATION,B,19721,8.92,0,0.22,N,7
45,30013,MORTGAGE,10.0,MEDICAL,A,1955,7.38,0,0.07,N,7
64,38862,OTHER,15.0,MEDICAL,A,2497,5.61,0,0.06,N,19
63,61761,RENT,36.0,MEDICAL,B,10472,10.03,0,0.17,N,23
24,72525,MORTGAGE,3.0,HOMEIMPROVEMENT,D,2978,16.97,0,0.04,Y,4
25,43227,RENT,6.0,MEDICAL,D,2529,15.1,0,0.06,N,6
45,36360,RENT,12.0,VENTURE,A,13675,6.48,0,0.38,N,11
23,99826,OWN,0.0,DEBTCONSOLIDATION,B,33141,10.67,0,0.33,N,2
38,116943,RENT,,DEBTCONSOLIDATION,B,27989,8.52,0,0.24,N,11
39,79971,RENT,6.0,DEBTCONSOLIDATION,A,28281,5.34,1,0.35,N,20
52,51157,RENT,18.0,EDUCATION,C,17128,11.17,1,0.33,N,18
39,32724,RENT,10.0,PERSONAL,C,8445,12.59,1,0.26,N,2
68,32363,MORTGAGE,18.0,EDUCATION,D,12727,,0,0.39,N,14
31,63656,RENT,5.0,EDUCATION,A,5284,6.15,0,0.08,N,5
66,60427,RENT,36.0,DEBTCONSOLIDATION,A,18585,6.15,0,0.31,N,43
20,98794,RENT,1.0,VENTURE,D,30595,14.42,0,0.31,N,2
45,67861,RENT,24.0,PERSONAL,C,8131,12.21,0,0.12,N,21
33,23120,MORTGAGE,0.0,PERSONAL,D,1759,16.29,0,0.08,N,10
57,82948,RENT,17.0,PERSONAL,A,22957,,0,0.28,N,7
56,29761,MORTGAGE,10.0,VENTURE,B,6161,9.19,1,0.21,N,24
30,40457,RENT,4.0,VENTURE,B,5289,8.17,1,0.13,N,11
55,55553,RENT,2.0,HOMEIMPROVEMENT,A,14684,5.42,1,0.26,N,25
32,132964,MORTGAGE,13.0,DEBTCONSOLIDATION,B,21642,9.14,1,0.16,Y,5
62,232108,MORTGAGE,16.0,EDUCATION,B,5371,10.71,0,0.02,N,6
22,66393,RENT,0.0,EDUCATION,A,13651,5.58,1,0.21,N,3
52,44730,MORTGAGE,25.0,EDUCATION,A,2665,5.4,0,0.06,N,15
25,64039,RENT,5.0,EDUCATION,C,7918,13.77,0,0.12,N,2
69,76406,MORTGAGE,1.0,DEBTCONSOLIDATION,B,24007,8.18,0,0.31,N,12
29,41758,MORTGAGE,4.0,VENTURE,D,16024,14.76,1,0.38,N,5
24,120283,MORTGAGE,5.0,VENTURE,B,11194,8.06,1,0.09,N,4
42,54997,OTHER,12.0,MEDICAL,A,12213,5.89,0,0.22,N,18
29,62872,RENT,6.0,PERSONAL,F,16745,21.68,1,0.27,N,10
63,68388,MORTGAGE,,PERSONAL,D,23612,14.88,0,0.35,N,35
21,60523,RENT,1.0,MEDICAL,A,23211,5.8,0,0.38,N,2
32,74568,RENT,0.0,VENTURE,C,22819,12.82,0,0.31,N,6
59,36003,RENT,15.0,EDUCATION,A,11482,5.23,1,0.32,Y,23
21,37080,RENT,0.0,VENTURE,A,8636,5.51,0,0.23,N,2
39,28280,MORTGAGE,2.0,HOMEIMPROVEMENT,A,2365,,0,0.08,N,2
20,61068,OWN,0.0,MEDICAL,A,8344,5.95,1,0.14,Y,2
56,72364,OWN,21.0,HOMEIMPROVEMENT,C,4201,12.03,0,0.06,N,33
28,61628,RENT,1.0,MEDICAL,C,5752,11.3,0,0.09,N,7
36,113237,RENT,16.0,VENTURE,F,11327,21.01,1,0.1,N,13
28,48883,MORTGAGE,0.0,HOMEIMPROVEMENT,C,16891,11.87,1,0.35,N,3
30,68485,RENT,10.0,DEBTCONSOLIDATION,B,14029,8.56,0,0.2,N,8
34,28400,MORTGAGE,13.0,EDUCATION,C,7091,13.63,0,0.25,Y,7
43,40394,MORTGAGE,14.0,MEDICAL,G,12224,22.17,1,0.3,N,7
57,69408,MORTGAGE,29.0,PERSONAL,C,23998,11.29,0,0.35,N,7
54,74948,OWN,,EDUCATION,C,18905,13.3,0,0.25,N,15
49,42320,MORTGAGE,11.0,VENTURE,E,16866,17.12,1,0.4,N,24
50,47296,RENT,16.0,DEBTCONSOLIDATION,A,8521,6.82,1,0.18,Y,27
68,22949,MORTGAGE,20.0,MEDICAL,C,7559,12.25,0,0.33,N,45
24,41006,RENT,3.0,PERSONAL,D,2623,16.3,0,0.06,N,3
63,76511,RENT,33.0,EDUCATION,E,26257,,0,0.34,N,15
69,65355,RENT,5.0,MEDICAL,A,20518,5.43,1,0.31,Y,45
33,62964,MORTGAGE,11.0,EDUCATION,B,6820,10.14,0,0.11,N,10
30,50256,RENT,6.0,EDUCATION,C,12453,11.57,1,0.25,Y,10
28,49194,RENT,8.0,VENTURE,A,5696,5.35,0,0.12,N,8
53,35236,RENT,5.0,PERSONAL,B,12611,9.35,0,0.36,N,3
31,69523,MORTGAGE,1.0,MEDICAL,A,2867,6.47,0,0.04,N,3
54,60505,MORTGAGE,23.0,HOMEIMPROVEMENT,B,16723,,0,0.28,N,6
54,62693,OWN,14.0,EDUCATION,B,20207,10.35,0,0.32,N,27
20,37683,MORTGAGE,0.0,VENTURE,B,12140,8.1,0,0.32,N,2
59,16702,RENT,37.0,VENTURE,B,4978,,0,0.3,N,24
41,84844,RENT,21.0,VENTURE,B,12817,8.43,0,0.15,N,13
48,38583,MORTGAGE,0.0,MEDICAL,A,13770,5.61,1,0.36,N,15
27,31844,RENT,3.0,EDUCATION,A,7106,6.43,1,0.22,Y,5
30,69337,RENT,5.0,HOMEIMPROVEMENT,A,1168,6.67,0,0.02,N,4
60,40295,RENT,38.0,HOMEIMPROVEMENT,A,8787,6.65,0,0.22,N,16
56,83280,RENT,35.0,EDUCATION,B,11213,10.47,0,0.13,N,36
33,66736,RENT,0.0,PERSONAL,C,26014,11.5,0,0.39,N,5
49,68994,OWN,8.0,PERSONAL,A,16223,6.83,0,0.24,N,20
54,24760,RENT,23.0,PERSONAL,A,5909,7.47,0,0.24,N,16
40,89856,OWN,8.0,VENTURE,C,9027,,1,0.1,Y,20
56,55861,RENT,1.0,PERSONAL,A,17291,6.42,0,0.31,N,9
24,40756,RENT,2.0,EDUCATION,E,11641,17.86,0,0.29,N,4
38,52664,RENT,5.0,HOMEIMPROVEMENT,C,1224,12.05,0,0.02,N,14
33,20168,MORTGAGE,14.0,EDUCATION,B,1557,7.8,0,0.08,N,8
45,60133,RENT,12.0,HOMEIMPROVEMENT,A,7582,5.34,0,0.13,N,11
23,29299,MORTGAGE,1.0,HOMEIMPROVEMENT,B,2573,10.88,0,0.09,N,3
44,24925,MORTGAGE,24.0,EDUCATION,A,9577,5.09,0,0.38,N,12
64,22898,MORTGAGE,6.0,VENTURE,A,1520,6.44,0,0.07,N,26
61,85506,RENT,17.0,HOMEIMPROVEMENT,A,30948,6.35,0,0.36,Y,30
44,35788,RENT,23.0,MEDICAL,C,7763,11.94,1,0.22,N,23
37,105541,RENT,1.0,EDUCATION,B,13164,9.19,0,0.12,Y,10
59,37500,MORTGAGE,6.0,MEDICAL,A,6217,5.0,0,0.17,Y,39
27,20875,RENT,4.0,DEBTCONSOLIDATION,C,3834,13.99,0,0.18,N,6
58,28049,MORTGAGE,33.0,VENTURE,B,4142,,0,0.15,N,11
59,90935,MORTGAGE,18.0,PERSONAL,B,32270,9.62,0,0.35,N,23
33,45344,RENT,3.0,VENTURE,A,17272,6.33,1,0.38,N,9
51,37266,RENT,20.0,MEDICAL,B,13734,8.12,0,0.37,Y,9
57,53104,MORTGAGE,11.0,VENTURE,E,12353,18.67,0,0.23,Y,7
52,63000,RENT,17.0,VENTURE,A,4501,,1,0.07,Y,8
42,85707,RENT,0.0,MEDICAL,A,14530,6.81,1,0.17,N,21
34,101138,MORTGAGE,3.0,HOMEIMPROVEMENT,A,13394,6.31,1,0.13,N,2
52,40950,RENT,23.0,VENTURE,A,2499,,0,0.06,N,5
44,25259,MORTGAGE,22.0,VENTURE,B,10095,10.05,0,0.4,N,9
36,39865,MORTGAGE,12.0,PERSONAL,C,10823,12.96,0,0.27,N,13
52,55834,MORTGAGE,,HOMEIMPROVEMENT,D,11519,16.7,0,0.21,N,14
66,30276,RENT,37.0,DEBTCONSOLIDATION,A,2744,,0,0.09,N,25
21,30376,RENT,0.0,PERSONAL,B,3039,10.46,1,0.1,N,2
33,58214,OWN,2.0,MEDICAL,C,9311,11.06,0,0.16,N,3
59,47842,RENT,36.0,EDUCATION,B,4857,10.67,0,0.1,N,32
59,49831,RENT,38.0,HOMEIMPROVEMENT,B,5950,8.73,0,0.12,N,24
58,33548,RENT,28.0,VENTURE,A,10207,,0,0.3,N,18
25,43686,RENT,3.0,PERSONAL,B,16441,8.48,1,0.38,N,3
25,30880,RENT,1.0,DEBTCONSOLIDATION,B,7031,10.53,1,0.23,N,4
22,76504,MORTGAGE,2.0,EDUCATION,C,2743,12.34,0,0.04,N,3
26,82258,RENT,7.0,HOMEIMPROVEMENT,C,14283,11.36,0,0.17,N,6
27,19475,RENT,2.0,MEDICAL,A,2942,7.06,0,0.15,N,6
61,30799,MORTGAGE,1.0,EDUCATION,A,4541,6.19,1,0.15,N,21
34,23196,MORTGAGE,7.0,PERSONAL,D,4616,,0,0.2,N,15
66,35418,RENT,26.0,PERSONAL,B,4894,8.92,0,0.14,N,4
48,47017,RENT,1.0,VENTURE,D,7227,14.55,0,0.15,N,19
52,23746,OWN,0.0,MEDICAL,A,5062,5.02,0,0.21,N,28
49,30917,MORTGAGE,20.0,PERSONAL,B,8847,9.56,0,0.29,N,7
58,29673,MORTGAGE,39.0,PERSONAL,B,5281,10.67,0,0.18,N,21
46,54373,MORTGAGE,8.0,PERSONAL,D,19584,14.62,1,0.36,N,4
55,50750,RENT,21.0,HOMEIMPROVEMENT,A,3143,,0,0.06,Y,20
48,34170,OWN,9.0,VENTURE,A,12949,6.26,1,0.38,Y,27
57,53552,RENT,8.0,PERSONAL,B,4181,7.86,1,0.08,N,36
52,37296,MORTGAGE,6.0,VENTURE,D,10673,14.79,1,0.29,N,13
56,42794,MORTGAGE,15.0,PERSONAL,E,3875,18.77,1,0.09,Y,9
46,113179,MORTGAGE,4.0,DEBTCONSOLIDATION,F,32794,21.36,0,0.29,N,26
52,95820,RENT,16.0,DEBTCONSOLIDATION,E,14052,17.33,0,0.15,N,26
23,25596,RENT,4.0,VENTURE,A,2096,6.68,0,0.08,N,2
41,74225,OWN,1.0,DEBTCONSOLIDATION,A,13499,5.94,1,0.18,Y,18
21,73548,MORTGAGE,,HOMEIMPROVEMENT,A,9915,6.77,1,0.13,N,2
29,27608,MORTGAGE,9.0,HOMEIMPROVEMENT,B,7918,7.94,0,0.29,N,6
24,73820,RENT,3.0,VENTURE,D,27954,15.45,1,0.38,N,2
29,105764,RENT,8.0,EDUCATION,D,31437,16.37,1,0.3,N,10
52,27965,OWN,23.0,EDUCATION,A,4214,,0,0.15,N,14
57,30984,RENT,32.0,EDUCATION,B,8749,8.81,0,0.28,N,30
32,81538,MORTGAGE,8.0,VENTURE,D,22948,16.6,0,0.28,N,9
50,56148,RENT,24.0,PERSONAL,B,3871,7.8,0,0.07,N,8
66,64585,MORTGAGE,9.0,EDUCATION,A,5489,6.69,0,0.08,Y,35
55,58121,OWN,20.0,MEDICAL,B,5607,7.55,0,0.1,N,35
64,59596,MORTGAGE,14.0,EDUCATION,B,13973,8.37,0,0.23,N,31
43,25254,RENT,4.0,VENTURE,B,7764,9.13,1,0.31,N,5
34,82756,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6834,10.26,0,0.08,N,10
48,87973,RENT,22.0,HOMEIMPROVEMENT,A,4399,7.11,1,0.05,N,26
27,43708,OWN,6.0,VENTURE,F,8604,20.07,1,0.2,N,7
24,47966,RENT,2.0,VENTURE,B,11957,8.7,0,0.25,N,5
48,22798,RENT,22.0,MEDICAL,B,8731,9.91,1,0.38,N,12
66,63394,RENT,8.0,EDUCATION,E,19780,17.97,1,0.31,N,32
23,65253,RENT,0.0,DEBTCONSOLIDATION,A,16808,6.33,0,0.26,N,2
31,47519,MORTGAGE,11.0,EDUCATION,A,3261,5.51,0,0.07,N,8
64,86006,RENT,30.0,PERSONAL,C,12809,12.96,0,0.15,N,29
21,41479,MORTGAGE,1.0,HOMEIMPROVEMENT,A,15897,7.26,0,0.38,N,2
46,65010,OTHER,13.0,PERSONAL,C,18696,11.41,0,0.29,Y,26
50,29441,RENT,20.0,EDUCATION,A,11056,6.9,1,0.38,N,20
55,48446,MORTGAGE,25.0,PERSONAL,A,1997,6.67,0,0.04,N,5
55,44928,RENT,20.0,PERSONAL,B,16155,9.89,0,0.36,N,35
45,54866,RENT,15.0,PERSONAL,A,7353,7.49,0,0.13,N,26
62,40751,RENT,15.0,PERSONAL,C,3319,13.8,0,0.08,N,23
46,45901,MORTGAGE,5.0,VENTURE,C,4207,13.78,0,0.09,N,22
24,74089,RENT,4.0,HOMEIMPROVEMENT,D,26174,16.28,0,0.35,Y,5
39,39403,OWN,9.0,EDUCATION,C,10275,12.94,1,0.26,Y,20
30,21954,OWN,1.0,DEBTCONSOLIDATION,A,4581,5.26,0,0.21,N,6
29,117570,MORTGAGE,4.0,EDUCATION,C,33419,13.66,1,0.28,N,3
59,97804,RENT,3.0,EDUCATION,C,16973,13.37,0,0.17,N,8
57,25690,MORTGAGE,19.0,PERSONAL,C,8166,11.67,0,0.32,N,12
25,69206,MORTGAGE,0.0,VENTURE,D,18105,15.28,1,0.26,N,3
27,38120,MORTGAGE,0.0,MEDICAL,B,2154,10.7,0,0.06,N,4
42,55923,MORTGAGE,9.0,VENTURE,B,17029,8.78,0,0.3,N,10
66,56789,MORTGAGE,0.0,HOMEIMPROVEMENT,C,8167,13.07,0,0.14,N,36
45,43599,RENT,4.0,MEDICAL,A,1016,5.57,0,0.02,N,25
65,33127,RENT,27.0,VENTURE,A,8097,,0,0.24,N,38
62,34708,RENT,16.0,DEBTCONSOLIDATION,B,10183,8.79,0,0.29,N,24
31,31005,RENT,12.0,EDUCATION,A,3232,5.04,0,0.1,N,2
45,32340,RENT,9.0,EDUCATION,A,12654,5.94,0,0.39,N,2
32,47401,RENT,12.0,VENTURE,A,18830,,0,0.4,N,5
59,34273,RENT,30.0,VENTURE,B,10657,,0,0.31,N,6
37,68942,MORTGAGE,8.0,PERSONAL,B,12959,,0,0.19,N,7
44,103117,RENT,20.0,EDUCATION,C,23158,13.08,0,0.22,N,4
52,36679,MORTGAGE,4.0,MEDICAL,B,12819,10.61,1,0.35,Y,22
66,55254,RENT,,MEDICAL,B,4083,,0,0.07,N,14
59,62934,MORTGAGE,19.0,PERSONAL,B,10735,7.97,0,0.17,N,32
62,62068,MORTGAGE,1.0,DEBTCONSOLIDATION,C,7952,13.37,1,0.13,N,18
31,50918,RENT,3.0,HOMEIMPROVEMENT,B,15637,9.66,0,0.31,N,4
63,71064,RENT,24.0,MEDICAL,E,10463,19.0,1,0.15,N,24
55,62387,RENT,21.0,VENTURE,E,6391,18.37,1,0.1,N,4
67,26401,RENT,9.0,DEBTCONSOLIDATION,D,10201,,0,0.39,N,46
23,75703,MORTGAGE,1.0,PERSONAL,D,9964,16.25,1,0.13,N,3
24,76392,MORTGAGE,5.0,EDUCATION,B,8914,8.66,0,0.12,N,4
56,33468,RENT,29.0,MEDICAL,B,1482,10.85,0,0.04,N,21
27,49959,RENT,0.0,HOMEIMPROVEMENT,C,8437,11.31,0,0.17,N,6
61,68986,RENT,12.0,PERSONAL,C,12371,,0,0.18,N,10
68,44149,RENT,7.0,DEBTCONSOLIDATION,D,10773,15.0,1,0.24,N,49
47,83825,MORTGAGE,4.0,MEDICAL,C,28097,12.39,0,0.34,N,5
50,159841,RENT,14.0,EDUCATION,G,26681,24.0,0,0.17,N,31
28,33090,OWN,4.0,EDUCATION,B,12901,10.7,0,0.39,N,2
48,24574,RENT,19.0,PERSONAL,D,6203,15.52,0,0.25,N,21
33,57062,RENT,8.0,HOMEIMPROVEMENT,C,20745,13.51,0,0.36,N,3
59,70317,MORTGAGE,33.0,DEBTCONSOLIDATION,C,16430,,0,0.23,N,2
60,43676,RENT,8.0,MEDICAL,B,13462,10.94,1,0.31,N,40
41,101379,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10033,12.69,0,0.1,N,21
30,25101,MORTGAGE,5.0,HOMEIMPROVEMENT,D,4534,16.31,1,0.18,N,9
42,69317,RENT,14.0,MEDICAL,A,19256,5.97,0,0.28,N,9
20,36209,RENT,0.0,VENTURE,C,8258,12.55,1,0.23,N,2
65,115808,MORTGAGE,5.0,MEDICAL,B,32188,9.22,0,0.28,N,25
56,132754,MORTGAGE,10.0,MEDICAL,F,15979,,0,0.12,Y,10
40,33412,MORTGAGE,7.0,PERSONAL,B,3728,7.8,0,0.11,N,15
45,37243,RENT,6.0,VENTURE,A,1954,5.65,0,0.05,Y,21
65,75342,OTHER,21.0,PERSONAL,B,2595,8.01,0,0.03,N,6
55,40393,RENT,30.0,HOMEIMPROVEMENT,C,3288,11.31,0,0.08,Y,21
42,47920,MORTGAGE,8.0,HOMEIMPROVEMENT,A,7845,5.22,0,0.16,N,22
20,49647,MORTGAGE,0.0,EDUCATION,B,8663,8.88,0,0.17,N,2
59,18772,RENT,1.0,EDUCATION,E,5435,19.91,1,0.29,N,3
34,48682,MORTGAGE,8.0,MEDICAL,D,18127,15.36,0,0.37,N,6
40,34722,RENT,2.0,VENTURE,A,2494,5.38,0,0.07,N,11
66,38308,MORTGAGE,30.0,EDUCATION,F,7606,,0,0.2,N,25
28,100893,RENT,5.0,VENTURE,C,7944,13.92,0,0.08,N,2
28,26153,MORTGAGE,8.0,EDUCATION,A,8208,6.05,0,0.31,N,8
29,73614,RENT,5.0,PERSONAL,A,11180,6.81,0,0.15,N,8
45,42638,MORTGAGE,7.0,PERSONAL,A,1207,6.78,0,0.03,N,23
60,42621,OWN,36.0,PERSONAL,D,2083,14.2,0,0.05,Y,19
54,72779,RENT,9.0,HOMEIMPROVEMENT,A,19796,,0,0.27,N,11
44,58106,RENT,2.0,DEBTCONSOLIDATION,A,4311,5.02,0,0.07,N,14
45,65205,MORTGAGE,14.0,MEDICAL,C,24135,13.18,1,0.37,N,10
30,79546,RENT,5.0,MEDICAL,B,25341,8.34,0,0.32,Y,6
57,41537,OWN,16.0,PERSONAL,C,13202,12.94,0,0.32,N,23
21,36093,RENT,1.0,MEDICAL,C,9588,12.56,0,0.27,N,2
26,28493,MORTGAGE,0.0,PERSONAL,A,11149,5.31,0,0.39,N,2
37,32444,RENT,17.0,VENTURE,D,1208,15.04,0,0.04,N,6
46,214174,RENT,13.0,DEBTCONSOLIDATION,A,24932,7.14,0,0.12,Y,7
53,91339,RENT,30.0,EDUCATION,B,20040,9.98,0,0.22,N,11
46,24945,RENT,9.0,HOMEIMPROVEMENT,C,6850,11.64,0,0.27,N,12
36,25305,RENT,17.0,PERSONAL,A,3436,5.18,0,0.14,N,3
62,62375,RENT,18.0,EDUCATION,E,13719,17.49,0,0.22,N,8
63,64449,MORTGAGE,7.0,PERSONAL,B,22777,9.62,0,0.35,N,5
43,64501,MORTGAGE,2.0,EDUCATION,A,17517,5.64,0,0.27,N,6
44,43153,OWN,21.0,PERSONAL,E,8233,19.13,0,0.19,N,20
26,46040,RENT,0.0,EDUCATION,B,18022,9.18,0,0.39,N,6
25,57753,MORTGAGE,0.0,MEDICAL,C,2228,11.91,0,0.04,N,5
43,51171,RENT,20.0,EDUCATION,B,5019,10.74,0,0.1,N,21
52,16160,MORTGAGE,31.0,VENTURE,D,2290,,0,0.14,N,29
68,43699,RENT,34.0,DEBTCONSOLIDATION,A,15105,5.09,0,0.35,N,31
48,32025,RENT,13.0,MEDICAL,A,3196,7.24,0,0.1,N,11
62,53509,RENT,7.0,EDUCATION,B,10895,8.75,0,0.2,Y,39
41,218082,MORTGAGE,11.0,EDUCATION,A,15135,5.32,0,0.07,N,3
45,58908,RENT,14.0,HOMEIMPROVEMENT,C,17245,13.04,1,0.29,N,4
47,41908,OWN,,VENTURE,B,11418,10.29,0,0.27,N,16
69,77722,RENT,20.0,MEDICAL,A,11387,5.86,0,0.15,Y,43
40,62401,MORTGAGE,3.0,PERSONAL,A,18359,5.28,0,0.29,N,18
68,60478,MORTGAGE,8.0,MEDICAL,C,15904,12.44,0,0.26,N,40
26,66398,RENT,0.0,EDUCATION,D,7121,,0,0.11,N,2
36,137073,RENT,5.0,DEBTCONSOLIDATION,B,34796,10.92,1,0.25,N,3
39,27849,MORTGAGE,6.0,DEBTCONSOLIDATION,B,1525,8.69,0,0.05,N,8
60,62119,OWN,18.0,PERSONAL,A,3327,7.15,0,0.05,N,16
68,30847,RENT,,MEDICAL,C,3546,,0,0.11,N,4
39,64715,OWN,20.0,EDUCATION,A,18219,7.3,0,0.28,N,6
41,30966,MORTGAGE,21.0,MEDICAL,B,3483,9.67,0,0.11,N,9
47,39787,RENT,8.0,DEBTCONSOLIDATION,C,12055,13.61,0,0.3,N,5
59,42296,MORTGAGE,19.0,MEDICAL,D,14527,15.3,0,0.34,N,39
68,79850,RENT,32.0,EDUCATION,B,3734,8.3,0,0.05,N,38
26,77592,RENT,5.0,EDUCATION,C,10730,11.25,0,0.14,N,4
20,26295,MORTGAGE,1.0,HOMEIMPROVEMENT,B,8304,,0,0.32,N,2
51,50385,RENT,15.0,VENTURE,D,5049,16.11,0,0.1,N,6
32,34379,RENT,10.0,MEDICAL,B,11834,10.89,0,0.34,N,2
49,26127,MORTGAGE,2.0,EDUCATION,A,9323,6.78,0,0.36,N,7
42,43980,MORTGAGE,19.0,EDUCATION,D,1392,14.04,0,0.03,N,14
38,42014,MORTGAGE,15.0,DEBTCONSOLIDATION,A,13768,5.35,1,0.33,N,10
51,164943,MORTGAGE,32.0,MEDICAL,A,31706,6.94,0,0.19,Y,25
49,60869,MORTGAGE,11.0,MEDICAL,A,3466,5.24,0,0.06,N,13
48,24616,RENT,27.0,MEDICAL,D,2225,14.71,0,0.09,N,11
68,36960,RENT,13.0,HOMEIMPROVEMENT,A,3705,6.99,0,0.1,N,32
64,81690,MORTGAGE,14.0,EDUCATION,D,1461,15.81,0,0.02,N,34
48,139277,RENT,19.0,PERSONAL,B,10993,10.43,0,0.08,Y,12
49,22181,MORTGAGE,5.0,VENTURE,A,4273,5.06,1,0.19,Y,30
35,19149,MORTGAGE,11.0,VENTURE,B,4985,,0,0.26,N,7
59,124926,RENT,30.0,VENTURE,A,17535,6.45,0,0.14,N,4
38,59564,MORTGAGE,19.0,DEBTCONSOLIDATION,C,11461,11.09,0,0.19,N,7
37,31756,OWN,18.0,EDUCATION,C,2785,13.33,0,0.09,N,10
20,64043,RENT,1.0,PERSONAL,B,7242,9.62,0,0.11,N,2
33,13123,OTHER,8.0,DEBTCONSOLIDATION,A,4460,6.85,1,0.34,N,7
66,49103,RENT,33.0,MEDICAL,C,19220,12.53,1,0.39,N,41
69,57751,RENT,4.0,VENTURE,D,10589,15.37,0,0.18,N,31
21,77818,OWN,0.0,VENTURE,C,26651,13.89,0,0.34,N,2
47,29526,MORTGAGE,,MEDICAL,D,6743,15.68,1,0.23,N,16
68,51166,MORTGAGE,14.0,EDUCATION,A,2493,5.6,1,0.05,N,23
69,30862,MORTGAGE,2.0,HOMEIMPROVEMENT,D,10327,16.18,1,0.33,Y,39
49,55697,MORTGAGE,13.0,HOMEIMPROVEMENT,B,18932,7.55,1,0.34,Y,24
57,31329,RENT,17.0,MEDICAL,A,9976,6.45,0,0.32,N,11
23,39972,MORTGAGE,0.0,MEDICAL,D,6163,14.85,1,0.15,N,4
20,29794,MORTGAGE,,PERSONAL,E,10612,,1,0.36,Y,2
27,67884,RENT,0.0,PERSONAL,C,15297,13.4,1,0.23,N,5
